Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,target
1.9428333106117224,1.7935565645935876,-6.121473670043061,-1.0311320554590107,0.4871069289051863,-0.3461161550943364,0.24249282702428884,-0.2550906399606736,-1.9337926224927722,0.45612853122045227,0.9233590324247396,0.7373017001449977,-0.7805400392745918,-1.628520867457363,1.421999299900325,0.7040113372461523,-0.0014644237035162319,0.38300002369588776,0.7195895421787306,0.7534480118367349,0.021294281219429414,-0.8767906987588466,-2.8043823768193805,-0.7727520798326173,0.9022501592412492,-0.2838208531434306,1.1581096650024707,-0.7031442157868841,-1.1425074809716356,8
-0.49826600284092337,4.2903552463023225,0.9240833643413706,-1.2814926597773688,8.153378162985156,-2.302476288510613,0.61529633729858,-3.871440664646847,1.4911847223069508,3.666561043153924,2.7853667167595906,-1.6365750736870295,-0.7202330528121238,-2.834808921001163,0.9402426634941012,-0.7423873261707327,0.10511466435318978,0.06443120766825103,-0.25372684574643883,-0.11030892245808932,-0.03022582701852793,1.0767762520505104,-1.4266617668720238,0.743056580056939,0.2128675928928772,1.0439472171319029,0.9482726284656011,0.7061282593258138,-0.4911247045984722,8
-1.027512135398705,3.363755384266737,1.828574155716523,-0.4958022638920728,7.458819667104317,-2.4848516691475355,0.3784148589272917,-2.24870048995012,-1.3014244729591151,4.136351362401566,1.7701746661376883,-1.423328705583,-1.2443202022138666,-2.200412975389129,-0.30197670386389086,-0.8901549103712071,-0.05149065002242261,0.553461727607112,-0.2925400929718107,-0.758677223822494,0.4721011583104421,1.2069315589454606,-0.923403976724513,0.566656728710279,0.29307100619132676,-0.14507820069745103,1.7596494074338704,0.5163513694145941,0.49242911262122113,8
2.7367558434648473,-2.2417307509207856,0.4046603764267591,-0.16786078080853814,-0.12544232125330296,0.4967062504912583,1.6643816911320501,-1.2710255420037704,0.21378150536393314,0.9620992796034417,-0.17430990352872097,-1.3308029595075883,-1.1808661473954198,0.6171751074670778,0.5251329744935939,1.0378156813760209,-1.295388742655423,-0.7833801787172845,-0.8162290966327702,0.6973728996113969,-1.3766142670611383,-0.559114465471008,-0.33562009401969856,0.08859136448626206,0.08012082774548882,-0.08582815405763468,0.038390350910337115,-0.0969087010050426,-0.426435988272657,8
0.6857956205129245,0.22338526597995595,-2.080130724779271,-0.01141448982657778,4.09011805191512,0.6501766300205275,2.411078021127402,2.6376640698768794,-1.59405740805562,0.28337090961903233,1.07666822979559,1.3416392345008386,2.186068937112221,1.7960402865407619,-0.2535649027052675,0.15269607579819114,0.9484897704505426,-2.2626047004721985,0.4388659049924975,0.16281468062602453,0.5409010423050523,0.35473108510158485,-0.9331717450685137,-0.8886060777450814,0.9020166532143247,0.5067908503412548,0.6402921484542125,0.12901021946947822,0.09222846743198668,8
2.6372629932363703,0.6450211805942284,-0.5592986327175951,1.622356923588804,-0.28153950571358843,-0.567886475207861,-1.1218408465947538,-0.3567800013024665,-1.3128324593420249,0.07691144113739383,0.25157741903496555,1.771521044682063,-1.7344322861082924,1.9155532979447043,-0.703412860388696,-0.6021082118095841,-0.11049748386352876,-0.35720102956778405,-0.263427653062282,-0.23704090096338332,1.894731891413708,-0.3095294671483513,0.22146228375665686,0.7805163147535433,0.5787089773093947,1.026511892060775,-0.7364283452228794,-0.6366784844678507,0.38721929626581025,8
1.483759481554324,0.8364234724065517,-0.6592770254531355,2.6759810923985574,-0.06339554506971375,-0.47859147800713575,-0.8637806863286517,-0.7838785894005378,-1.1028691345274024,-1.0496371149503658,0.1913105730968603,2.1493773486061505,-1.1914196895584155,0.9947774526595291,-0.5029841975868415,-0.8473354943453996,0.26407243885781667,-0.2899844928362419,-0.2489108750036346,0.20839918691099563,2.2227826921784097,-0.08602028804320573,0.5688814669418308,1.684163038779184,0.8350981011379909,0.43124365765733524,-1.1288898021168208,-0.6485610802874151,0.6407275736080852,8
5.433284055077177,2.326533661402369,1.0979902468263991,-0.3554672778576998,0.23146223282287742,0.19513330175238244,-0.13150146689936124,-1.1599750425611788,-0.3439706996971117,-1.3510143057358188,-1.2055241123737306,-1.1920212722737331,0.49393757601572985,0.5033800427185426,1.921017002156418,0.13592906701257826,0.16228031893242595,-1.258668517169888,1.2453400578048643,-1.281097927277558,0.6130524382341574,-1.786893101920948,0.34353594875129567,0.0778450848516803,-0.35756957217187774,0.8985380599864647,-0.004672808720451389,0.08035060411794032,-0.004376565548906921,8
4.900899643217569,3.002036490092808,0.6974233094573771,-0.8385295398657675,0.16993515916323612,0.3638635016194065,-0.06815460950555571,-1.888870221099442,0.25208964377799137,-1.971541812453504,-2.0024437825221373,-0.3692570426245557,0.5010834742130718,0.1473235556800509,1.0753310314420157,-0.4359805872883046,0.05037272507125816,-1.026971399761339,1.6974853896998163,-0.9549827395974777,0.0716693029996936,-1.9507680690146891,0.3388282723644929,-0.2867693288264156,0.020513082563540726,0.9416748210057944,-0.17866433299599038,-0.714040234388763,-0.8617649195308286,8
6.028872882596128,2.354449025535617,0.759728228780796,-0.09107158255776258,-0.8390579929240709,-0.6202666743679341,-0.603941781095664,-0.3687492098989422,-2.0540286013238944,0.08747434493711141,-1.637809741067108,-0.5838539456223718,0.1516064110198019,0.31539650295768906,0.5315940605047307,-0.5306460593109769,0.49064484381447365,-0.03554105250703217,0.7863573029308074,-1.7789310976965886,0.45036410343047995,-0.9631078797289196,-0.2803072667297395,-0.460375733130697,0.4745304938521161,0.018824174459350963,0.43570269972414105,0.519528676579636,1.1959621713374524,8
